순번(No),시설물명,시설물구분,시설물종류,종별,관리주체구분,항목명,위치
751,센텀지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 100.0 m, 차로수 : 4",부산광역시 해운대구
752,원동IC 인근 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 4.0 m, 차로수 : 1",부산광역시 해운대구
753,중동지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 85.0 m, 차로수 : 6",부산광역시 해운대구
754,수서지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 90.0 m, 차로수 : 6",서울특별시 강남구
755,동남로 지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 40.5 m, 차로수 : 2",서울특별시 강동구
756,암사지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 53.0 m, 차로수 : 4",서울특별시 강동구
757,인수봉로지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 27.0 m, 차로수 : 3",서울특별시 강북구
758,개화 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 2",서울특별시 강서구
759,개화지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 420.0 m, 차로수 : 4",서울특별시 강서구
760,국내선 진입 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 2",서울특별시 강서구
761,국제선방향 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 63.6 m, 차로수 : 2",서울특별시 강서구
762,국제선진입 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 115.0 m, 차로수 : 1",서울특별시 강서구
763,발산역지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 160.0 m, 차로수 : 1",서울특별시 강서구
764,인천공항방향 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 58.0 m, 차로수 : 3",서울특별시 강서구
765,화곡지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 70.0 m, 차로수 : 1",서울특별시 강서구
766,광장중앞 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 72.0 m, 차로수 : 2",서울특별시 광진구
767,광장중학교앞 지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 72.0 m, 차로수 : 1",서울특별시 광진구
768,군자교동측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 66.0 m, 차로수 : 4",서울특별시 광진구
769,군자지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 164.0 m, 차로수 : 2",서울특별시 광진구
770,경인철도횡단지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 6",서울특별시 구로구
771,고척2지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 417.0 m, 차로수 : 4",서울특별시 구로구
772,고척지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 85.0 m, 차로수 : 4",서울특별시 구로구
773,구로역지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 231.0 m, 차로수 : 6",서울특별시 구로구
774,구로큰길(1)지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 25.0 m, 차로수 : 4",서울특별시 구로구
775,구로큰길(2)지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 131.0 m, 차로수 : 4",서울특별시 구로구
776,구일역앞지하보차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 42.0 m, 차로수 : 1",서울특별시 구로구
777,신정교동측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 42.0 m, 차로수 : 4",서울특별시 구로구
778,오금교동측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 60.0 m, 차로수 : 4",서울특별시 구로구
779,오금교접속교,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 60.0 m, 차로수 : 1",서울특별시 구로구
780,오류지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 37.0 m, 차로수 : 2",서울특별시 구로구
781,박미지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 61.5 m, 차로수 : 2",서울특별시 금천구
782,호암길 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 36.3 m, 차로수 : 2",서울특별시 금천구
783,노원길지하박스차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 36.0 m, 차로수 : 2",서울특별시 노원구
784,노원지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 46.0 m, 차로수 : 2",서울특별시 노원구
785,노원지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 60.0 m, 차로수 : 4",서울특별시 노원구
786,노일지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 31.0 m, 차로수 : 2",서울특별시 노원구
787,당현지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 46.0 m, 차로수 : 2",서울특별시 노원구
788,덕릉고개 지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 10.5 m, 차로수 : 2",서울특별시 노원구
789,동일로지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 35.0 m, 차로수 : 2",서울특별시 노원구
790,마들지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 60.0 m, 차로수 : 4",서울특별시 노원구
791,상계지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 78.0 m, 차로수 : 4",서울특별시 노원구
792,수락지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 90.0 m, 차로수 : 2",서울특별시 노원구
793,용화지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 32.0 m, 차로수 : 2",서울특별시 노원구
794,월계1교 상행 언더패스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 310.0 m, 차로수 : 3",서울특별시 노원구
795,월계1교 하행 언더패스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 290.0 m, 차로수 : 3",서울특별시 노원구
796,"월계2,3지하차도",터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 77.0 m, 차로수 : 4",서울특별시 노원구
797,월계지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 57.0 m, 차로수 : 4",서울특별시 노원구
798,월릉교 상행 언더패스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 186.0 m, 차로수 : 4",서울특별시 노원구
799,월릉교 하행 언더패스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 250.0 m, 차로수 : 4",서울특별시 노원구
800,인덕지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 32.0 m, 차로수 : 2",서울특별시 노원구
801,중계로지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 45.0 m, 차로수 : 2",서울특별시 노원구
802,방학지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 40.0 m, 차로수 : 4",서울특별시 도봉구
803,군자지하차도,터널,지하차도,3종,공공,"형식 : R.C BOX / 연장 : 50.5 m, 차로수 : 2",서울특별시 동대문구
804,답십리굴다리지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 49.0 m, 차로수 : 4",서울특별시 동대문구
805,독구말지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 76.0 m, 차로수 : 2",서울특별시 동대문구
806,만남지하차도,터널,지하차도,3종,공공,"형식 : R.C BOX / 연장 : 37.0 m, 차로수 : 2",서울특별시 동대문구
807,신이문지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 51.0 m, 차로수 : 2",서울특별시 동대문구
808,중랑교서측언더패스,터널,지하차도,3종,공공,"형식 : U-Type / 연장 : 280.0 m, 차로수 : 3",서울특별시 동대문구
809,중랑지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 49.0 m, 차로수 : 4",서울특별시 동대문구
810,휘경지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 19.6 m, 차로수 : 6",서울특별시 동대문구
811,고구동산 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 33.0 m, 차로수 : 2",서울특별시 동작구
812,동작지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 51.0 m, 차로수 : 3",서울특별시 동작구
813,상도지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 111.8 m, 차로수 : 4",서울특별시 동작구
814,양화진 지하보차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 90.0 m, 차로수 : 2",서울특별시 마포구
815,교남지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 31.0 m, 차로수 : 2",서울특별시 서대문구
816,연대앞지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 47.0 m, 차로수 : 1",서울특별시 서대문구
817,연희동 굴다리,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 71.0 m, 차로수 : 2",서울특별시 서대문구
818,연희지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 70.0 m, 차로수 : 4",서울특별시 서대문구
819,경부고속도로 횡단지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 78.5 m, 차로수 : 1",서울특별시 서초구
820,고속터미널 연결 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 70.0 m, 차로수 : 1",서울특별시 서초구
821,내곡지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 95.0 m, 차로수 : 2",서울특별시 서초구
822,논현지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 43.2 m, 차로수 : 1",서울특별시 서초구
823,반포지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 4",서울특별시 서초구
824,신원박스지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 18.0 m, 차로수 : 5",서울특별시 서초구
825,예술의전당1지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 40.0 m, 차로수 : 1",서울특별시 서초구
826,예술의전당2지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 62.0 m, 차로수 : 1",서울특별시 서초구
827,잠수교남측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 95.0 m, 차로수 : 2",서울특별시 서초구
828,가람교지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 32.5 m, 차로수 : 2",서울특별시 성동구
829,금호동4가 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 37.4 m, 차로수 : 2",서울특별시 성동구
830,마장지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 50.0 m, 차로수 : 0",서울특별시 성동구
831,마장철도횡단지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 10.0 m, 차로수 : 2",서울특별시 성동구
832,무학아파트진입보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 23.5 m, 차로수 : 1",서울특별시 성동구
833,살곶이교지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 54.0 m, 차로수 : 1",서울특별시 성동구
834,성동지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 95.0 m, 차로수 : 2",서울특별시 성동구
835,송정지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 14.5 m, 차로수 : 3",서울특별시 성동구
836,한양광장 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 63.0 m, 차로수 : 3",서울특별시 성동구
837,행당지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 57.0 m, 차로수 : 2",서울특별시 성동구
838,동선지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 26.4 m, 차로수 : 2",서울특별시 성북구
839,솔샘지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 53.0 m, 차로수 : 4",서울특별시 성북구
840,수녀원앞 굴다리,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 63.0 m, 차로수 : 2",서울특별시 성북구
841,정릉지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 41.0 m, 차로수 : 1",서울특별시 성북구
842,청덕초교앞 굴다리,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 59.0 m, 차로수 : 2",서울특별시 성북구
843,가락지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 60.0 m, 차로수 : 4",서울특별시 송파구
844,송파지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 80.0 m, 차로수 : 4",서울특별시 송파구
845,신천지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 148.6 m, 차로수 : 8",서울특별시 송파구
846,아시아공원지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 168.6 m, 차로수 : 8",서울특별시 송파구
847,종합운동장지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 86.0 m, 차로수 : 8",서울특별시 송파구
848,탄천변1지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 27.1 m, 차로수 : 4",서울특별시 송파구
849,탄천변2지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 27.1 m, 차로수 : 4",서울특별시 송파구
850,풍납지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 66.2 m, 차로수 : 8",서울특별시 송파구
851,목동교서측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 54.0 m, 차로수 : 4",서울특별시 양천구
852,오목교서측지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 38.0 m, 차로수 : 4",서울특별시 양천구
853,노들길지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 530.0 m, 차로수 : 4",서울특별시 영등포구
854,목동교동측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 50.0 m, 차로수 : 6",서울특별시 영등포구
855,서울교접속지하보차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 68.0 m, 차로수 : 3",서울특별시 영등포구
856,성산지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 30.0 m, 차로수 : 2",서울특별시 영등포구
857,여의2지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 380.0 m, 차로수 : 4",서울특별시 영등포구
858,여의교지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 80.0 m, 차로수 : 4",서울특별시 영등포구
859,여의초등교앞지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 27.0 m, 차로수 : 6",서울특별시 영등포구
860,여의하류지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 61.3 m, 차로수 : 5",서울특별시 영등포구
861,영등포지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 36.0 m, 차로수 : 4",서울특별시 영등포구
862,오목교동측지하보차도,터널,지하차도,3종,공공,"형식 : RCB / 연장 : 49.6 m, 차로수 : 1",서울특별시 영등포구
863,오목교동측지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 60.0 m, 차로수 : 4",서울특별시 영등포구
864,갈월지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 53.0 m, 차로수 : 4",서울특별시 용산구
865,남산3호터널앞지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 80.6 m, 차로수 : 1",서울특별시 용산구
866,이촌역~용강중학교간지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 2",서울특별시 용산구
867,이촌지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 57.0 m, 차로수 : 2",서울특별시 용산구
868,이태원지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 26.0 m, 차로수 : 2",서울특별시 용산구
869,잠수교 북단 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 238.6 m, 차로수 : 2",서울특별시 용산구
870,잠수교북단지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 31.0 m, 차로수 : 2",서울특별시 용산구
871,한남2동지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 107.0 m, 차로수 : 2",서울특별시 용산구
872,의주로 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 250.0 m, 차로수 : 4",서울특별시 중구
873,퇴계로 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 240.0 m, 차로수 : 4",서울특별시 중구
874,동일로지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 55.0 m, 차로수 : 4",서울특별시 중랑구
875,상봉철도횡단 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 59.0 m, 차로수 : 1",서울특별시 중랑구
876,새마음길 연결 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 95.0 m, 차로수 : 1",서울특별시 중랑구
877,신내지하보차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 85.0 m, 차로수 : 4",서울특별시 중랑구
878,중랑교동측언더패스,터널,지하차도,3종,공공,"형식 : U-Type / 연장 : 290.0 m, 차로수 : 3",서울특별시 중랑구
879,양안지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 29.6 m, 차로수 : 4",세종특별자치시
880,명촌강남 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 111.2 m, 차로수 : 2",울산광역시 남구
881,번영교강남지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 243.2 m, 차로수 : 4",울산광역시 남구
882,여천천지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 52.0 m, 차로수 : 2",울산광역시 남구
883,학성교 강남지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 180.0 m, 차로수 : 4",울산광역시 남구
884,명촌IC 1지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 63.7 m, 차로수 : 1",울산광역시 북구
885,명촌IC 2지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 53.4 m, 차로수 : 1",울산광역시 북구
886,대안지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 45.0 m, 차로수 : 2",울산광역시 울주군
887,번영교강북지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 260.0 m, 차로수 : 4",울산광역시 중구
888,병영성지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 68.0 m, 차로수 : 2",울산광역시 중구
889,학성교 강북지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 160.0 m, 차로수 : 4",울산광역시 중구
890,장수지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 53.0 m, 차로수 : 4",인천광역시 남동구
891,동수지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 60.0 m, 차로수 : 4",인천광역시 부평구
892,동암굴다리,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 46.1 m, 차로수 : 6",인천광역시 부평구
893,서순천IC지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 54.0 m, 차로수 : 1",전라남도 순천시
894,순천(지)교,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 24.1 m, 차로수 : 1",전라남도 순천시
895,장천지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 15.0 m, 차로수 : 4",전라남도 순천시
896,조례지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 102.0 m, 차로수 : 4",전라남도 순천시
897,풍덕(지)교,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 22.7 m, 차로수 : 1",전라남도 순천시
898,풍덕지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 9.8 m, 차로수 : 4",전라남도 순천시
899,남원지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 24.4 m, 차로수 : 2",전라북도 남원시
900,신정지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 21.6 m, 차로수 : 2",전라북도 남원시
901,조산지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 4",전라북도 남원시
902,화정지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 8.0 m, 차로수 : 2",전라북도 남원시
903,가림지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 90.0 m, 차로수 : 4",전라북도 무주군
904,병암지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 4",전라북도 임실군
905,덕지지하차도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 14.0 m, 차로수 : 2",충청남도 논산시
906,삼거리지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 9.0 m, 차로수 : 2",충청남도 논산시
907,지밧지하차도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 9.0 m, 차로수 : 2",충청남도 논산시
908,모시리지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 45.0 m, 차로수 : 2",충청남도 천안시
909,봉서지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 31.0 m, 차로수 : 6",충청남도 천안시
910,북부지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 75.0 m, 차로수 : 6",충청남도 천안시
911,쌍용지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 219.0 m, 차로수 : 4",충청남도 천안시
912,천안지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 244.5 m, 차로수 : 2",충청남도 천안시
913,판정지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 61.0 m, 차로수 : 2",충청남도 천안시
914,옹암가도교(단),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 5.0 m, 차로수 : 2",충청남도 홍성군
915,각계지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 7.0 m, 차로수 : 2",충청북도 영동군
916,계룡지하차도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 11.1 m, 차로수 : 2",충청북도 영동군
917,관리지하차도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 11.1 m, 차로수 : 2",충청북도 영동군
918,대평지하차도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 11.1 m, 차로수 : 2",충청북도 영동군
919,사부리지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 9.0 m, 차로수 : 2",충청북도 영동군
920,송천가도교(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 8.0 m, 차로수 : 2",충청북도 영동군
921,심곡지하차도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 11.1 m, 차로수 : 2",충청북도 영동군
922,용당지하차도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 12.2 m, 차로수 : 2",충청북도 영동군
923,가화지하도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 65.0 m, 차로수 : 2",충청북도 옥천군
924,강청지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 12.0 m, 차로수 : 2",충청북도 옥천군
925,소정지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 11.0 m, 차로수 : 2",충청북도 옥천군
926,신흥지하도(복),터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 9.8 m, 차로수 : 2",충청북도 옥천군
927,지탄리통로박스(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 8.0 m, 차로수 : 2",충청북도 옥천군
928,현리지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 6.0 m, 차로수 : 2",충청북도 옥천군
929,마송지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 40.0 m, 차로수 : 2",충청북도 음성군
930,마송지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 29.0 m, 차로수 : 2",충청북도 음성군
931,상노리지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 23.6 m, 차로수 : 2",충청북도 음성군
932,영천지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.2 m, 차로수 : 4",충청북도 제천시
933,궁평지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 80.0 m, 차로수 : 6",충청북도 청주시
934,매봉지하차도(하행),터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 96.0 m, 차로수 : 2",충청북도 청주시
935,묵방지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 45.0 m, 차로수 : 1",충청북도 청주시
936,오송지하도(복),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 28.0 m, 차로수 : 2",충청북도 청주시
937,오창지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 97.0 m, 차로수 : 4",충청북도 청주시
938,달천지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 34.0 m, 차로수 : 1",충청북도 충주시
